구분,명칭,유의어
직위,Deputy Permanent Secretary,상무차관
직위,아시아지사장,아시아지사장
직위,집행이사,집행이사
직위,IFIs Manager,IFI 관리자
직위,Deputy Director ,부국장
직위,3등 서기관,3등 서기관
직위,총영사,총영사
직위,Consultant,컨설턴트
직위,Corporate staff Officer,기업 스태프 장교
직위,Director General Centeral and west Asia department,중앙 및 서아시아 부서의 사무국장
직위,COO,최고운영책임자
직위,1등서기관 및 국토관,1등서기관 및 국토관
직위,Director General and Chief,총괄 이사 및 최고경영자
직위,Principal Country Specialist,주요 국가 전문가
직위,Climate Change Specialist,기후 변화 전문가
직위,"Director, Finance",재무 이사
직위,Board of Trus,이사회
직위,정치참사관,정치참사관
직위,Deputy Chief of Mission,대사관 부국장
직위,기후변화대사,기후변화대사
직위,공사참사관,공사참사관
직위,Partner,파트너
직위,Associate Director,부국장
직위,Senior Associate,시니어 어소시에이트
직위,Associate,조수
직위,Counsel,법률 고문
직위,"ESDD, ESIA & ESMP Expert 
(SLR Consulting Director)","ESDD, ESIA 및 ESMP 전문가
(SLR 컨설팅 디렉터)"
직위,"Social Anthropologist, PhD
(Technical Director Social Safeguards)","사회인류학 박사
(기술 감독 사회 안전장치)"
직위,Senior Manageer,고위 관리자
직위,"Associate Director, Senior Banker","부사장, 상급 은행원"
직위,Senior Environmental Advisor,고급 환경 자문관
직위,‎Senior Corporate Social Responsibility Consultant,고위 기업 사회 책임 컨설턴트
직위,Principal Engineer,주임 엔지니어
직위,Investment Specialist,투자 전문가
직위,ADB commercial team,ADB 상업팀
직위,Senior Safeguards Specialist,고급 보호 전문가
직위,Safeguards Specialist,보호조치 전문가
직위,Senior Investment Officer,고위 투자 관리자
직위,Senior Engineer and Energy Expert,고급 엔지니어 및 에너지 전문가
직위,Lead Environment Specialist,주요 환경 전문가
직위,Head of Division of EIB legal team,EIB 법률 팀 분야별 실장
직위,Legal Counsel,법률 자문관
직위,Energy Economist,에너지 경제학자
직위,Senior Legal Consultant,고급 법률 컨설턴트
직위,Senior Environment Specialist,고급 환경 전문가
직위,Senior Procurement Specialist (Operations),운영 부문의 고급 구매 전문가
직위,Senior Social Development Specialist,고급 사회 발전 전문가
직위,Assistant Manager,조교 관리자
직위,Team Head,팀장
직위,Senior Manager,상무
직위,Senior Officer,선임 임원
직위,Senior Loan Officer,고급 대출 담당자
직위,"Head of Energy Policy and Investment
 Projects Department",에너지 정책 및 투자 프로젝트 부서장
직위,Deputy General Manager,부사장
직위,Manager,관리자
직위,"Minister of Energy (Power Division)
",에너지부 장관 (전력 부문)
직위,Federal Secretary (Power Division),연방 장관 (전력 부문)
직위,"Managing Director
(PPIB)",(사내) 이사장
직위,Chief Executive Officer (CEO),대표이사
직위,MEMBER (TARIFF AND FINANCE) BALOCHISTAN,발로치스탄 주 (관세 및 재정) 위원
직위,MEMBER KHYBER PAKHTUNKHWA,카이버 파크툰크와 주 의원
직위,MEMBER (LAW),법률 회원
직위,MEMBER (TECHNICAL) SINDH,멤버 (기술) 신드
직위,Finance Minister,재무 장관
직위,Minister of Electricity,전기부 장관
직위,Infrastructure Specialist,인프라스트럭처 전문가
직위,Senior Energy Specialist ,고급 에너지 전문가
직위,Asia Pacific Dams and Hydro Market Leader,아시아 태평양 댐 및 수력 시장 리더
직위,Australian High Comissioner to Solomon Islands,솔로몬 제도 대한 호주 고위 대표
직위,Investment Manager,투자 관리자
직위,Third Secretary & Vice Consul ,제3비서관 & 부영사
국가,대한민국,한국
국가,대한민국,국내
국가,대한민국,코리아
국가,대한민국,KOREA
